コード,全国，都道府県，市区町村,総数,男,女
05464,東成瀬村,"2,704","1,491","1,213"
06000,山形県,"1,068,027","516,438","551,589"
06201,山形市,"247,590","119,001","128,589"
06202,米沢市,"81,252","40,258","40,994"
06203,鶴岡市,"122,347","58,626","63,721"
0620B,（旧：鶴岡市）,"87,894","42,151","45,743"
06423,（旧：藤島町）,"9,472","4,505","4,967"
06424,（旧：羽黒町）,"7,912","3,811","4,101"
06425,（旧：櫛引町）,"6,872","3,273","3,599"
06427,（旧：朝日村）,"3,704","1,797","1,907"
06441,（旧：温海町）,"6,493","3,089","3,404"
06204,酒田市,"100,273","47,838","52,435"
0620C,（旧：酒田市）,"85,443","40,810","44,633"
06462,（旧：八幡町）,"5,225","2,469","2,756"
06463,（旧：松山町）,"4,011","1,869","2,142"
06464,（旧：平田町）,"5,594","2,690","2,904"
06205,新庄市,"34,432","16,446","17,986"
06206,寒河江市,"40,189","19,529","20,660"
06207,上山市,"29,110","13,909","15,201"
06208,村山市,"22,516","10,937","11,579"
06209,長井市,"26,543","12,953","13,590"
06210,天童市,"62,140","30,222","31,918"
06211,東根市,"47,682","23,525","24,157"
06212,尾花沢市,"14,971","7,320","7,651"
06213,南陽市,"30,420","14,652","15,768"
06301,山辺町,"13,725","6,603","7,122"
06302,中山町,"10,746","5,251","5,495"
06321,河北町,"17,641","8,528","9,113"
06322,西川町,"4,956","2,387","2,569"
06323,朝日町,"6,366","3,150","3,216"
06324,大江町,"7,646","3,797","3,849"
06341,大石田町,"6,577","3,213","3,364"
06361,金山町,"5,071","2,466","2,605"
06362,最上町,"8,080","3,913","4,167"
06363,舟形町,"5,007","2,420","2,587"
06364,真室川町,"7,203","3,408","3,795"
06365,大蔵村,"3,028","1,498","1,530"
06366,鮭川村,"3,902","1,887","2,015"
06367,戸沢村,"4,199","1,987","2,212"
06381,高畠町,"22,463","10,950","11,513"
06382,川西町,"14,558","7,101","7,457"
06401,小国町,"7,107","3,573","3,534"
06402,白鷹町,"12,890","6,357","6,533"
06403,飯豊町,"6,613","3,214","3,399"
06426,三川町,"7,601","3,694","3,907"
06428,庄内町,"20,151","9,636","10,515"
06421,（旧：立川町）,"4,613","2,219","2,394"
06422,（旧：余目町）,"15,538","7,417","8,121"
06461,遊佐町,"13,032","6,189","6,843"
07000,福島県,"1,833,152","903,864","929,288"
07201,福島市,"282,693","138,190","144,503"
0720B,（旧：福島市）,"277,492","135,642","141,850"
07309,（旧：飯野町）,"5,201","2,548","2,653"
07202,会津若松市,"117,376","56,063","61,313"
0720C,（旧：会津若松市）,"102,587","48,852","53,735"
07381,（旧：北会津村）,"7,163","3,486","3,677"
07424,（旧：河東町）,"7,626","3,725","3,901"
07203,郡山市,"327,692","161,830","165,862"
07204,いわき市,"332,931","163,525","169,406"
07205,白河市,"59,491","29,681","29,810"
0720D,（旧：白河市）,"44,974","22,411","22,563"
07462,（旧：表郷村）,"5,891","2,951","2,940"
07463,（旧：東村）,"4,840","2,425","2,415"
07467,（旧：大信村）,"3,786","1,894","1,892"
07207,須賀川市,"74,992","36,781","38,211"
0720E,（旧：須賀川市）,"65,350","31,997","33,353"
07341,（旧：長沼町）,"4,877","2,421","2,456"
07343,（旧：岩瀬村）,"4,765","2,363","2,402"
07208,喜多方市,"44,760","21,438","23,322"
0720F,（旧：喜多方市）,"29,391","14,032","15,359"
07401,（旧：熱塩加納村）,"2,268","1,125","1,143"
07403,（旧：塩川町）,"8,844","4,263","4,581"
07404,（旧：山都町）,"2,682","1,266","1,416"
07406,（旧：高郷村）,"1,575",752,823
07209,相馬市,"34,865","17,536","17,329"
07210,二本松市,"53,557","26,305","27,252"
0721B,（旧：二本松市）,"30,194","14,824","15,370"
07321,（旧：安達町）,"11,834","5,779","6,055"
07325,（旧：岩代町）,"5,966","2,962","3,004"
07326,（旧：東和町）,"5,563","2,740","2,823"
07211,田村市,"35,169","17,320","17,849"
07523,（旧：滝根町）,"4,192","2,030","2,162"
07524,（旧：大越町）,"4,059","1,993","2,066"
07525,（旧：都路村）,"1,878",978,900
07526,（旧：常葉町）,"4,956","2,431","2,525"
07527,（旧：船引町）,"20,084","9,888","10,196"
07212,南相馬市,"59,005","31,015","27,990"
07206,（旧：原町市）,"45,046","23,987","21,059"
07562,（旧：鹿島町）,"10,330","5,130","5,200"
07563,（旧：小高町）,"3,629","1,898","1,731"
07213,伊達市,"58,240","28,313","29,927"
07302,（旧：伊達町）,"11,415","5,519","5,896"
07304,（旧：梁川町）,"15,530","7,602","7,928"
07305,（旧：保原町）,"21,705","10,530","11,175"
07306,（旧：霊山町）,"6,601","3,223","3,378"
07307,（旧：月舘町）,"2,989","1,439","1,550"
07214,本宮市,"30,236","15,018","15,218"
07323,（旧：本宮町）,"22,883","11,424","11,459"
07324,（旧：白沢村）,"7,353","3,594","3,759"
07301,桑折町,"11,459","5,491","5,968"
07303,国見町,"8,639","4,114","4,525"
07308,川俣町,"12,170","5,986","6,184"
07322,大玉村,"8,900","4,427","4,473"
07342,鏡石町,"12,318","6,030","6,288"
07344,天栄村,"5,194","2,567","2,627"
07362,下郷町,"5,264","2,602","2,662"
07364,檜枝岐村,504,259,245
07367,只見町,"4,044","1,976","2,068"
07368,南会津町,"14,451","7,116","7,335"
07361,（旧：田島町）,"9,830","4,885","4,945"
07363,（旧：舘岩村）,"1,471",725,746
07365,（旧：伊南村）,"1,204",563,641
07366,（旧：南郷村）,"1,946",943,"1,003"
07402,北塩原村,"2,556","1,290","1,266"
07405,西会津町,"5,770","2,789","2,981"
07407,磐梯町,"3,322","1,604","1,718"
07408,猪苗代町,"13,552","6,533","7,019"
07421,会津坂下町,"15,068","7,245","7,823"
07422,湯川村,"3,081","1,485","1,596"
07423,柳津町,"3,081","1,501","1,580"
07444,三島町,"1,452",714,738
07445,金山町,"1,862",908,954
07446,昭和村,"1,246",623,623
07447,会津美里町,"19,014","9,108","9,906"
07441,（旧：会津高田町）,"10,905","5,225","5,680"
07442,（旧：会津本郷町）,"4,999","2,365","2,634"
07443,（旧：新鶴村）,"3,110","1,518","1,592"
07461,西郷村,"20,808","10,636","10,172"
07464,泉崎村,"6,213","3,061","3,152"
07465,中島村,"4,885","2,398","2,487"
07466,矢吹町,"17,287","8,649","8,638"
07481,棚倉町,"13,343","6,581","6,762"
07482,矢祭町,"5,392","2,620","2,772"
07483,塙町,"8,302","4,079","4,223"
07484,鮫川村,"3,049","1,531","1,518"
07501,石川町,"14,644","7,334","7,310"
07502,玉川村,"6,392","3,202","3,190"
07503,平田村,"5,826","2,883","2,943"
07504,浅川町,"6,036","3,031","3,005"
07505,古殿町,"4,825","2,364","2,461"
07521,三春町,"17,018","8,448","8,570"
07522,小野町,"9,471","4,677","4,794"
07541,広野町,"5,412","3,311","2,101"
07542,楢葉町,"3,710","2,147","1,563"
07543,富岡町,"2,128","1,542",586
07544,川内村,"2,044","1,035","1,009"
07545,大熊町,847,754,93
07546,双葉町,-,-,-
07547,浪江町,"1,923","1,350",573
07548,葛尾村,420,241,179
07561,新地町,"7,905","3,945","3,960"
07564,飯舘村,"1,318",662,656
08000,茨城県,"2,867,009","1,430,976","1,436,033"
08201,水戸市,"270,685","132,537","138,148"
0820B,（旧：水戸市）,"255,576","124,996","130,580"
08305,（旧：内原町）,"15,109","7,541","7,568"
08202,日立市,"174,508","87,126","87,382"
0820C,（旧：日立市）,"161,158","80,601","80,557"
08381,（旧：十王町）,"13,350","6,525","6,825"
08203,土浦市,"142,074","70,935","71,139"
0820D,（旧：土浦市）,"134,333","67,132","67,201"
08465,（旧：新治村）,"7,741","3,803","3,938"
08204,古河市,"139,344","69,735","69,609"
0820E,（旧：古河市）,"55,214","27,037","28,177"
08541,（旧：総和町）,"49,830","25,361","24,469"
08543,（旧：三和町）,"34,300","17,337","16,963"
08205,石岡市,"73,061","36,167","36,894"
0820F,（旧：石岡市）,"48,088","23,672","24,416"
08463,（旧：八郷町）,"24,973","12,495","12,478"
08207,結城市,"50,645","25,441","25,204"
08208,龍ケ崎市,"76,420","37,995","38,425"
08210,下妻市,"42,521","21,412","21,109"
0821B,（旧：下妻市）,"33,844","17,048","16,796"
08522,（旧：千代川村）,"8,677","4,364","4,313"
08211,常総市,"60,834","30,465","30,369"
0821C,（旧：水海道市）,"37,751","18,857","18,894"
08523,（旧：石下町）,"23,083","11,608","11,475"
08212,常陸太田市,"48,602","23,705","24,897"
0821D,（旧：常陸太田市）,"32,754","15,924","16,830"
08361,（旧：金砂郷町）,"9,117","4,439","4,678"
08362,（旧：水府村）,"3,973","1,980","1,993"
08363,（旧：里美村）,"2,758","1,362","1,396"
08214,高萩市,"27,699","13,804","13,895"
08215,北茨城市,"41,801","20,760","21,041"
08216,笠間市,"73,173","35,783","37,390"
0821E,（旧：笠間市）,"23,774","11,545","12,229"
08321,（旧：友部町）,"35,331","17,330","18,001"
08322,（旧：岩間町）,"14,068","6,908","7,160"
08217,取手市,"104,524","51,476","53,048"
0821F,（旧：取手市）,"74,218","36,706","37,512"
08563,（旧：藤代町）,"30,306","14,770","15,536"
08219,牛久市,"84,651","41,773","42,878"
08220,つくば市,"241,656","121,043","120,613"
0822B,（旧：つくば市）,"219,010","109,964","109,046"
08445,（旧：茎崎町）,"22,646","11,079","11,567"
08221,ひたちなか市,"156,581","79,293","77,288"
08222,鹿嶋市,"66,950","34,434","32,516"
08223,潮来市,"27,604","13,672","13,932"
08422,（旧：牛堀町）,"4,642","2,264","2,378"
08423,（旧：潮来町）,"22,962","11,408","11,554"
08224,守谷市,"68,421","34,163","34,258"
08561,（旧：守谷町）,"68,421","34,163","34,258"
08225,常陸大宮市,"39,267","19,392","19,875"
08308,（旧：御前山村）,"3,192","1,564","1,628"
08344,（旧：大宮町）,"24,404","11,974","12,430"
08345,（旧：山方町）,"5,633","2,796","2,837"
08346,（旧：美和村）,"2,955","1,520","1,435"
08347,（旧：緒川村）,"3,083","1,538","1,545"
08226,那珂市,"53,502","26,047","27,455"
08342,（旧：那珂町）,"45,878","22,410","23,468"
08343,（旧：瓜連町）,"7,624","3,637","3,987"
08227,筑西市,"100,753","50,018","50,735"
08206,（旧：下館市）,"58,817","29,244","29,573"
08501,（旧：関城町）,"13,237","6,525","6,712"
08502,（旧：明野町）,"14,458","7,262","7,196"
08505,（旧：協和町）,"14,241","6,987","7,254"
08228,坂東市,"52,265","26,593","25,672"
08218,（旧：岩井市）,"39,017","19,839","19,178"
08544,（旧：猿島町）,"13,248","6,754","6,494"
08229,稲敷市,"39,039","19,490","19,549"
08441,（旧：江戸崎町）,"15,563","7,827","7,736"
08446,（旧：新利根町）,"7,752","3,888","3,864"
08448,（旧：桜川村）,"5,362","2,718","2,644"
08449,（旧：東町）,"10,362","5,057","5,305"
08230,かすみがうら市,"40,087","20,341","19,746"
08461,（旧：霞ヶ浦町）,"14,564","7,357","7,207"
08464,（旧：千代田町）,"25,523","12,984","12,539"
08231,桜川市,"39,122","19,359","19,763"
08324,（旧：岩瀬町）,"18,077","8,858","9,219"
08503,（旧：真壁町）,"15,159","7,563","7,596"
08504,（旧：大和村）,"5,886","2,938","2,948"
08232,神栖市,"95,454","49,407","46,047"
08406,（旧：神栖町）,"59,757","31,630","28,127"
08407,（旧：波崎町）,"35,697","17,777","17,920"
08233,行方市,"32,185","15,971","16,214"
08421,（旧：麻生町）,"12,520","6,191","6,329"
08424,（旧：北浦町）,"8,249","4,136","4,113"
08425,（旧：玉造町）,"11,416","5,644","5,772"
08234,鉾田市,"45,953","23,376","22,577"
08401,（旧：旭村）,"10,784","5,698","5,086"
08402,（旧：鉾田町）,"24,634","12,280","12,354"
08403,（旧：大洋村）,"10,535","5,398","5,137"
08235,つくばみらい市,"49,872","24,895","24,977"
08482,（旧：伊奈町）,"26,374","13,082","13,292"
08483,（旧：谷和原村）,"23,498","11,813","11,685"
08236,小美玉市,"48,870","24,591","24,279"
08303,（旧：小川町）,"16,285","8,451","7,834"
08304,（旧：美野里町）,"24,642","12,189","12,453"
08462,（旧：玉里村）,"7,943","3,951","3,992"
08302,茨城町,"31,401","15,563","15,838"
08309,大洗町,"15,715","7,789","7,926"
08310,城里町,"18,097","8,913","9,184"
08306,（旧：常北町）,"11,289","5,570","5,719"
08307,（旧：桂村）,"5,212","2,543","2,669"
08323,（旧：七会村）,"1,596",800,796
08341,東海村,"37,891","19,240","18,651"
08364,大子町,"15,736","7,692","8,044"
08442,美浦村,"14,602","7,479","7,123"
08443,阿見町,"48,553","24,237","24,316"
08447,河内町,"8,231","4,051","4,180"
08521,八千代町,"21,026","10,991","10,035"
08542,五霞町,"8,093","4,066","4,027"
08546,境町,"24,201","12,274","11,927"
08564,利根町,"15,340","7,482","7,858"
09000,栃木県,"1,933,146","964,930","968,216"
09201,宇都宮市,"518,757","259,616","259,141"
0920B,（旧：宇都宮市）,"474,650","237,635","237,015"
09303,（旧：上河内町）,"9,527","4,756","4,771"
09304,（旧：河内町）,"34,580","17,225","17,355"
09202,足利市,"144,746","71,405","73,341"
09203,栃木市,"155,549","77,408","78,141"
0920C,（旧：栃木市）,"77,064","37,810","39,254"
09321,（旧：西方町）,"5,842","2,908","2,934"
09365,（旧：大平町）,"29,048","14,804","14,244"
09366,（旧：藤岡町）,"14,639","7,295","7,344"
09367,（旧：岩舟町）,"16,519","8,388","8,131"
09368,（旧：都賀町）,"12,437","6,203","6,234"
09204,佐野市,"116,228","57,494","58,734"
0920D,（旧：佐野市）,"81,971","40,684","41,287"
09421,（旧：田沼町）,"25,960","12,771","13,189"
09422,（旧：葛生町）,"8,297","4,039","4,258"
09205,鹿沼市,"94,033","46,609","47,424"
0920E,（旧：鹿沼市）,"86,414","42,757","43,657"
09322,（旧：粟野町）,"7,619","3,852","3,767"
09206,日光市,"77,661","37,823","39,838"
0920F,（旧：日光市）,"11,483","5,457","6,026"
09207,（旧：今市市）,"55,579","27,243","28,336"
09323,（旧：足尾町）,"1,739",844,895
09382,（旧：栗山村）,"1,041",530,511
09383,（旧：藤原町）,"7,819","3,749","4,070"
09208,小山市,"166,666","84,450","82,216"
09209,真岡市,"78,190","39,482","38,708"
0920G,（旧：真岡市）,"63,828","32,271","31,557"
09341,（旧：二宮町）,"14,362","7,211","7,151"
09210,大田原市,"72,087","35,407","36,680"
0921B,（旧：大田原市）,"57,332","28,020","29,312"
09405,（旧：湯津上村）,"3,960","1,983","1,977"
09406,（旧：黒羽町）,"10,795","5,404","5,391"
09211,矢板市,"31,165","15,415","15,750"
09213,那須塩原市,"115,210","57,307","57,903"
09212,（旧：黒磯市）,"59,880","29,530","30,350"
09409,（旧：西那須野町）,"48,522","24,407","24,115"
09410,（旧：塩原町）,"6,808","3,370","3,438"
09214,さくら市,"44,513","23,102","21,411"
09385,（旧：氏家町）,"33,766","16,960","16,806"
09387,（旧：喜連川町）,"10,747","6,142","4,605"
09215,那須烏山市,"24,875","12,379","12,496"
09401,（旧：南那須町）,"10,235","5,181","5,054"
09402,（旧：烏山町）,"14,640","7,198","7,442"
09216,下野市,"59,507","29,453","30,054"
09302,（旧：南河内町）,"19,563","9,701","9,862"
09362,（旧：石橋町）,"21,202","10,528","10,674"
09363,（旧：国分寺町）,"18,742","9,224","9,518"
09301,上三川町,"30,806","15,842","14,964"
09342,益子町,"21,898","10,871","11,027"
09343,茂木町,"11,891","5,872","6,019"
09344,市貝町,"11,262","5,756","5,506"
09345,芳賀町,"14,961","7,541","7,420"
09361,壬生町,"39,474","19,442","20,032"
09364,野木町,"24,913","12,401","12,512"
09384,塩谷町,"10,354","5,135","5,219"
09386,高根沢町,"29,229","15,254","13,975"
09407,那須町,"23,956","11,784","12,172"
09411,那珂川町,"15,215","7,682","7,533"
09403,（旧：馬頭町）,"9,622","4,848","4,774"
09404,（旧：小川町）,"5,593","2,834","2,759"
10000,群馬県,"1,939,110","959,411","979,699"
10201,前橋市,"332,149","162,298","169,851"
1020B,（旧：前橋市）,"275,741","134,321","141,420"
10303,（旧：富士見村）,"21,707","10,823","10,884"
10304,（旧：大胡町）,"17,483","8,572","8,911"
10305,（旧：宮城村）,"7,131","3,525","3,606"
10306,（旧：粕川村）,"10,087","5,057","5,030"
10202,高崎市,"372,973","182,646","190,327"
1020C,（旧：高崎市）,"252,032","123,488","128,544"
10321,（旧：榛名町）,"18,423","8,954","9,469"
10322,（旧：倉渕村）,"3,050","1,507","1,543"
10323,（旧：箕郷町）,"20,481","9,934","10,547"
10324,（旧：群馬町）,"43,565","21,340","22,225"
10361,（旧：新町）,"12,053","5,828","6,225"
10363,（旧：吉井町）,"23,369","11,595","11,774"
10203,桐生市,"106,445","51,392","55,053"
1020D,（旧：桐生市）,"88,906","42,741","46,165"
10307,（旧：新里村）,"15,902","7,830","8,072"
10308,（旧：黒保根村）,"1,637",821,816
10204,伊勢崎市,"211,850","106,350","105,500"
1020E,（旧：伊勢崎市）,"132,591","66,287","66,304"
10461,（旧：赤堀町）,"23,700","11,968","11,732"
10462,（旧：東村）,"26,455","13,326","13,129"
10463,（旧：境町）,"29,104","14,769","14,335"
10205,太田市,"223,014","114,106","108,908"
1020F,（旧：太田市）,"158,800","81,771","77,029"
10481,（旧：尾島町）,"13,704","6,901","6,803"
10482,（旧：新田町）,"28,486","14,358","14,128"
10483,（旧：藪塚本町）,"22,024","11,076","10,948"
10206,沼田市,"45,337","21,942","23,395"
1020G,（旧：沼田市）,"38,615","18,577","20,038"
